path,.,_id,imageUrl,brush,annotation,annotation.0.id,annotation.0.keypointsDefinitionId,annotation.0.regionType,annotation.0.points.nose.x,annotation.0.points.nose.y,annotation.0.points.rightEye.x,annotation.0.points.rightEye.y,annotation.0.points.leftEye.x,annotation.0.points.leftEye.y,annotation.0.points.rightEar.x,annotation.0.points.rightEar.y,annotation.0.points.leftEar.x,annotation.0.points.leftEar.y,annotation.0.points.rightShoulder.x,annotation.0.points.rightShoulder.y,annotation.0.points.leftShoulder.x,annotation.0.points.leftShoulder.y,annotation.0.points.rightElbow.x,annotation.0.points.rightElbow.y,annotation.0.points.leftElbow.x,annotation.0.points.leftElbow.y,annotation.0.points.rightWrist.x,annotation.0.points.rightWrist.y,annotation.0.points.leftWrist.x,annotation.0.points.leftWrist.y,annotation.0.points.rightHip.x,annotation.0.points.rightHip.y,annotation.0.points.leftHip.x,annotation.0.points.leftHip.y,annotation.0.points.rightKnee.x,annotation.0.points.rightKnee.y,annotation.0.points.leftKnee.x,annotation.0.points.leftKnee.y,annotation.0.points.rightAnkle.x,annotation.0.points.rightAnkle.y,annotation.0.points.leftAnkle.x,annotation.0.points.leftAnkle.y
samples.9,,suii2z8us,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_010_img_000000001_c0.png,complete,,686653351099419,human,keypoints,0.48939014202172104,0.18412698412698414,0.5620718462823727,0.17777777777777778,0.4796992481203008,0.1761904761904762,0.6153717627401839,0.17936507936507937,0.3682539682539683,0.16666666666666666,0.663826232247285,0.2873015873015873,0.3149540517961571,0.28095238095238095,0.7607351712614872,0.38095238095238093,0.30041771094402675,0.4111111111111111,0.7801169590643275,0.4888888888888889,0.29072681704260656,0.473015873015873,0.7316624895572265,0.5238095238095238,0.4215538847117795,0.526984126984127,0.7171261487050962,0.6888888888888889,0.40217209690893907,0.680952380952381,0.751044277360067,0.8873015873015873,0.41186299081035926,0.8841269841269841
samples.10,,slo5po3fg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_011_img_000000002_c0.png,complete,,9864467686127496,human,keypoints,0.5138590203106332,0.17142857142857143,0.4477151116330156,0.10528466275095374,0.5800029289882509,0.10528466275095374,0.38157120295539787,0.10528466275095374,0.6461468376658686,0.10528466275095374,0.5715651135005974,0.22380952380952382,0.5990442054958184,0.2619047619047619,0.44241338112305856,0.35555555555555557,0.6924731182795699,0.37936507936507935,0.3132616487455197,0.4444444444444444,0.34074074074074073,0.473015873015873,0.667741935483871,0.5317460317460317,0.6814814814814815,0.5555555555555556,0.41493428912783753,0.7031746031746032,0.6759856630824372,0.6888888888888889,0.23357228195937874,0.8523809523809524,0.8738351254480287,0.8920634920634921
samples.11,,suyqagp75,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_012_img_000000002_c0.png,complete,,17181524942020676,human,keypoints,0.550519978106185,0.15555555555555556,0.5711001642036124,0.15396825396825398,0.42189381499726325,0.1523809523809524,0.5968253968253968,0.1634920634920635,0.3755883962780514,0.15555555555555556,0.7100164203612479,0.2571428571428571,0.2829775588396278,0.2650793650793651,0.8180623973727421,0.39365079365079364,0.2315270935960591,0.4142857142857143,0.8592227695675971,0.4666666666666667,0.432183908045977,0.44603174603174606,0.7305966064586754,0.5761904761904761,0.4167487684729064,0.5698412698412698,0.704871373836891,0.7365079365079366,0.42703886152162013,0.7063492063492064,0.668856048166393,0.8777777777777778,0.24181718664477284,0.8126984126984127
samples.12,,saup5a48v,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_013_img_000000002_c0.png,complete,,09782227830093726,human,keypoints,0.5903045903045901,0.14920634920634918,0.6530244530244529,0.1333333333333333,0.5165165165165164,0.13174603174603172,0.723123123123123,0.13809523809523808,0.46855426855426846,0.12857142857142856,0.7969111969111968,0.2571428571428571,0.35049335049335045,0.2523809523809523,0.8522522522522521,0.392063492063492,0.45379665379665374,0.3999999999999999,0.8965250965250964,0.5253968253968253,0.5091377091377091,0.5158730158730158,0.7305019305019304,0.5539682539682539,0.46855426855426846,0.5507936507936507,0.6567138567138566,0.7174603174603174,0.5497211497211496,0.7190476190476189,0.6271986271986271,0.8428571428571427,0.4574860574860574,0.8634920634920633
samples.13,,s5sd00qjk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_014_img_000000002_c0.png,complete,,7933336304194272,human,keypoints,0.47649769585253454,0.13968253968253969,0.5373271889400921,0.1380952380952381,0.41059907834101383,0.13968253968253969,0.5981566820276497,0.14603174603174604,0.380184331797235,0.13968253968253969,0.6589861751152073,0.20952380952380953,0.30414746543778803,0.20793650793650795,0.7299539170506912,0.36666666666666664,0.19262672811059908,0.36984126984126986,0.8972350230414746,0.42063492063492064,0.3953917050691244,0.44603174603174606,0.6285714285714286,0.5603174603174603,0.3548387096774193,0.5365079365079365,0.6133640552995392,0.6761904761904762,0.4207373271889401,0.6698412698412698,0.5930875576036866,0.8412698412698413,0.380184331797235,0.8333333333333334
samples.14,,szoocsauf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_015_img_000000003_c0.png,complete,,44092836306504135,human,keypoints,0.4632380952380952,0.1523809523809524,0.4022857142857143,0.14126984126984127,0.4845714285714286,0.1349206349206349,0.3779047619047619,0.13968253968253969,0.5089523809523809,0.13015873015873017,0.3047619047619048,0.2126984126984127,0.6369523809523809,0.21904761904761905,0.14323809523809525,0.22698412698412698,0.7527619047619047,0.36507936507936506,0.3565714285714286,0.1126984126984127,0.8502857142857143,0.526984126984127,0.36876190476190474,0.45555555555555555,0.6308571428571429,0.4793650793650794,0.4419047619047619,0.7158730158730159,0.6491428571428571,0.7476190476190476,0.4876190476190476,0.861904761904762,0.5912380952380952,0.8587301587301587
samples.15,,smxzoyjjc,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_016_img_000000004_c0.png,complete,,13560813577038022,human,keypoints,0.4409171075837742,0.1619047619047619,0.4056437389770723,0.13333333333333333,0.47971781305114636,0.13333333333333333,0.4021164021164021,0.11904761904761904,0.54673721340388,0.1365079365079365,0.32451499118165783,0.21746031746031746,0.7125220458553791,0.2111111111111111,0.15520282186948853,0.2523809523809524,0.818342151675485,0.3523809523809524,0.38095238095238093,0.14126984126984127,0.7477954144620811,0.5158730158730159,0.4444444444444444,0.48095238095238096,0.7019400352733686,0.49523809523809526,0.36684303350970016,0.7095238095238096,0.7654320987654321,0.6841269841269841,0.3350970017636684,0.8555555555555555,0.8324514991181657,0.8301587301587302
samples.16,,su7plya9j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_017_img_000000005_c0.png,complete,,6113670693167443,human,keypoints,0.7005891016200294,0.15714285714285714,0.7104565537555229,0.1365079365079365,0.6841433480608738,0.12698412698412698,0.6808541973490427,0.1492063492063492,0.6413843888070692,0.12063492063492064,0.8124202258222877,0.2507936507936508,0.450613647520864,0.22380952380952382,0.8453117329405989,0.4174603174603175,0.3058910162002945,0.3333333333333333,0.687432498772705,0.5428571428571428,0.4341678939617084,0.4714285714285714,0.7301914580265095,0.5650793650793651,0.44403534609720174,0.5492063492063493,0.7466372115856652,0.7333333333333333,0.4374570446735395,0.680952380952381,0.7729504172803142,0.8666666666666667,0.18419243986254294,0.807936507936508
samples.17,,so14vqr0a,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_018_img_000000006_c0.png,complete,,012808821296838468,human,keypoints,0.5730332205742042,0.16984126984126985,0.5350420678289531,0.14285714285714285,0.6046925145285802,0.15079365079365079,0.4748894093156389,0.1349206349206349,0.5856969381559547,0.11904761904761904,0.31975886893919686,0.24444444444444444,0.5540376442015787,0.21587301587301588,0.1772920461445052,0.39365079365079364,0.5635354323878915,0.40793650793650793,0.46539162112932614,0.5396825396825397,0.443230115361263,0.4666666666666667,0.3007632925665713,0.5349206349206349,0.5065487032700148,0.5174603174603175,0.23427877526238186,0.6952380952380952,0.6363518084829561,0.692063492063492,0.14879868158556686,0.8587301587301587,0.7218319021597711,0.8746031746031746
samples.18,,sjp8261w2,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_019_img_000000007_c0.png,complete,,073934855046065,human,keypoints,0.6367724867724868,0.16984126984126985,0.5782186948853616,0.15555555555555556,0.6440917107583775,0.14285714285714285,0.4720899470899471,0.1523809523809524,0.5928571428571429,0.12063492063492064,0.4025573192239859,0.24761904761904763,0.5635802469135802,0.23333333333333334,0.19029982363315698,0.35555555555555557,0.5745590828924162,0.4095238095238095,0.4830687830687831,0.4301587301587302,0.4720899470899471,0.4396825396825397,0.32936507936507936,0.5174603174603175,0.5855379188712522,0.49523809523809526,0.3183862433862434,0.6619047619047619,0.6148148148148148,0.6746031746031746,0.17200176366843034,0.8809523809523809,0.6953262786596119,0.8603174603174604
samples.19,,sj0ciktzm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_020_img_000000007_c0.png,complete,,23989049146448882,human,keypoints,0.5867494824016563,0.1492063492063492,0.5416149068322981,0.13968253968253969,0.5717046238785369,0.12222222222222222,0.4563607085346216,0.14126984126984127,0.47140556705774095,0.11587301587301588,0.3911663216011042,0.23809523809523808,0.47642051989878076,0.22698412698412698,0.42125603864734296,0.42063492063492064,0.5215550954681389,0.38095238095238093,0.5215550954681389,0.5476190476190477,0.5115251897860593,0.4777777777777778,0.39070509730632313,0.5720766728854259,0.6323452822657956,0.5720766728854259,0.25074764205198985,0.7142857142857143,0.8274672187715666,0.6507936507936508,0.22065792500575107,0.8682539682539683,0.6927553285056636,0.8137168578448983
samples.20,,sm5l0g7pt,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_021_img_000000007_c0.png,complete,,3724590465766304,human,keypoints,0.3604497354497354,0.22698412698412698,0.32076719576719576,0.19365079365079366,0.41666666666666663,0.20634920634920634,0.41666666666666663,0.16507936507936508,0.46957671957671954,0.1761904761904762,0.4034391534391534,0.2634920634920635,0.6283068783068783,0.28253968253968254,0.4563492063492063,0.4015873015873016,0.7275132275132274,0.4142857142857143,0.4596560846560846,0.4634920634920635,0.7142857142857142,0.5825396825396826,0.3968253968253968,0.5285714285714286,0.6183862433862433,0.5428571428571428,0.3108465608465608,0.7142857142857143,0.5621693121693121,0.6888888888888889,0.31746031746031744,0.8634920634920635,0.8895502645502644,0.8238095238095238
samples.21,,sozq8qqdc,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_022_img_000000007_c0.png,complete,,6790125553409723,human,keypoints,0.47619047619047616,0.18253968253968253,0.43417366946778707,0.15873015873015872,0.5672268907563025,0.15714285714285714,0.3886554621848739,0.15873015873015872,0.6302521008403361,0.1634920634920635,0.40266106442577027,0.2698412698412698,0.7212885154061625,0.2698412698412698,0.37464985994397754,0.4444444444444444,0.8578431372549019,0.38095238095238093,0.5007002801120448,0.546031746031746,0.7002801120448179,0.4380952380952381,0.430672268907563,0.5761904761904761,0.6617647058823529,0.5825396825396826,0.33963585434173665,0.7333333333333333,0.7387955182072828,0.7,0.30812324929971985,0.8571428571428571,0.707282913165266,0.8476190476190476
samples.22,,sign66hbl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_023_img_000000007_c0.png,complete,,8385809885975608,human,keypoints,0.5293650793650794,0.18095238095238095,0.5750000000000001,0.1619047619047619,0.501984126984127,0.1619047619047619,0.6069444444444445,0.16825396825396827,0.48829365079365084,0.16031746031746033,0.6525793650793651,0.26031746031746034,0.3240079365079365,0.2507936507936508,0.7894841269841271,0.3761904761904762,0.23273809523809524,0.40634920634920635,0.7347222222222223,0.45555555555555555,0.32857142857142857,0.49206349206349204,0.6753968253968254,0.5428571428571428,0.41071428571428575,0.5412698412698412,0.6708333333333334,0.6555555555555556,0.41984126984126985,0.6730158730158731,0.638888888888889,0.819047619047619,0.46091269841269844,0.8206349206349206
samples.23,,s1q3wgpye,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_024_img_000000007_c0.png,complete,,6077203016243276,human,keypoints,0.6355555555555555,0.18412698412698414,0.6809523809523809,0.173015873015873,0.5571428571428572,0.1619047619047619,0.7304761904761904,0.15396825396825398,0.52,0.1619047619047619,0.8212698412698413,0.2777777777777778,0.43746031746031744,0.25555555555555554,0.8625396825396825,0.39206349206349206,0.25587301587301586,0.37142857142857144,0.8749206349206349,0.46825396825396826,0.35079365079365077,0.4984126984126984,0.7222222222222222,0.5222222222222223,0.4622222222222222,0.5253968253968254,0.679684480403246,0.6743639765693359,0.47824867833093976,0.6954936061573401,0.6522159619388407,0.8363578034107009,0.4370459006343317,0.8486834206703703
samples.24,,s76upxa5h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_025_img_000000008_c0.png,complete,,4615499574264943,human,keypoints,0.3956140350877193,0.15873015873015872,0.31842105263157894,0.14761904761904762,0.4052631578947368,0.13333333333333333,0.17368421052631577,0.1523809523809524,0.3425438596491228,0.1126984126984127,0.05789473684210526,0.2634920634920635,0.36666666666666664,0.2365079365079365,0.04140788326090927,0.42609420529381087,0.3232456140350877,0.4238095238095238,0.18333333333333332,0.47619047619047616,0.43421052631578944,0.4714285714285714,0.18333333333333332,0.553968253968254,0.36184210526315785,0.5285714285714286,0.28464912280701754,0.7634920634920634,0.46798245614035083,0.7507936507936508,0.1881578947368421,0.9650793650793651,0.36184210526315785,0.8968253968253969
samples.25,,sxhyjalxr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_026_img_000000008_c0.png,complete,,008453247605363368,human,keypoints,0.7927927927927928,0.16825396825396827,0.7447447447447447,0.15079365079365079,0.8128128128128128,0.1492063492063492,0.6086086086086087,0.15396825396825398,0.7207207207207207,0.13333333333333333,0.5325325325325325,0.24603174603174602,0.7687687687687688,0.24126984126984127,0.43243243243243246,0.3873015873015873,0.6486486486486487,0.3888888888888889,0.6166166166166166,0.4158730158730159,0.8368368368368369,0.42063492063492064,0.5525525525525525,0.4793650793650794,0.7767767767767768,0.46825396825396826,0.6086086086086087,0.680952380952381,0.7527527527527528,0.7031746031746032,0.22422422422422422,0.7952380952380952,0.7047047047047047,0.8746031746031746
samples.26,,sqtd0c4vb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_027_img_000000008_c0.png,complete,,22239686801032477,human,keypoints,0.4962962962962963,0.1984126984126984,0.45185185185185184,0.18888888888888888,0.5481481481481482,0.17936507936507937,0.3962962962962963,0.17142857142857143,0.6222222222222222,0.1873015873015873,0.3592592592592593,0.28253968253968254,0.7296296296296296,0.2761904761904762,0.28888888888888886,0.3888888888888889,0.8444444444444444,0.4095238095238095,0.45185185185185184,0.23174603174603176,0.7407407407407407,0.45396825396825397,0.3888888888888889,0.5333333333333333,0.6592592592592592,0.526984126984127,0.35185185185185186,0.7174603174603175,0.6703703703703704,0.7,0.2851851851851852,0.8269841269841269,0.6592592592592592,0.8777777777777778
samples.27,,s5vt7xlud,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_028_img_000000009_c0.png,complete,,6963284634917215,human,keypoints,0.5895803866100896,0.16984126984126985,0.596023888103096,0.14285714285714285,0.5863586358635864,0.14126984126984127,0.48648436272198653,0.1380952380952381,0.48326261197548326,0.1365079365079365,0.48970611346848975,0.24603174603174602,0.5058148672010059,0.22063492063492063,0.347949080622348,0.4126984126984127,0.49292786421499296,0.3333333333333333,0.40594059405940597,0.5714285714285714,0.596023888103096,0.37936507936507935,0.3511708313688512,0.5158730158730159,0.5444758761590445,0.5015873015873016,0.28029231494578033,0.6793650793650794,0.6475719000471476,0.707936507936508,0.16753103881816753,0.8825396825396825,0.7268535487036358,0.8747006356757077
